id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20435375,Perfect feel - Asheville home base,21702831,Lynn,28803,35.56479,-82.50847,Entire home/apt,169,3,73,12/27/2020,1.78,3,76
20439998,Unique urban location in historic Montford (1/4),34871822,Emma,28801,35.6011,-82.55863,Entire home/apt,55,30,1,8/10/2018,0.03,4,298
20441967,West AVL Family Funhouse • 5mi to AVL • Views,145883321,Jeremy & Jami,28806,35.60129,-82.62924,Entire home/apt,236,3,95,1/3/2021,2.28,1,247
20456656,EZ Access 2 the Heart of AVL & Blue Ridge Pkwy.,134950985,Bill & Linda,28803,35.55007,-82.52431,Entire home/apt,54,1,240,1/18/2021,5.66,1,208
20462071,Rustic Mountain Cabin close to everything!,5746326,Tim,28805,35.61278,-82.48663,Entire home/apt,150,2,111,12/23/2020,2.69,1,0
20465164,Local's Bungalow in the Heart of West Asheville,4285304,Camille (Cammie),28806,35.57844,-82.57282,Entire home/apt,206,2,27,1/2/2021,0.66,3,0
20473937,"Art Gallery in Historic Home, Located in River Arts District",98506795,Michael,28801,35.59016,-82.56802,Entire home/apt,162,1,57,1/27/2021,1.4,2,85
20482319,West Asheville Garden Apartment,19335705,Jessica,28806,35.59305,-82.61573,Entire home/apt,60,1,153,2/2/2021,3.61,1,365
20504787,PRIVATE & Cozy Guest House-Easy Access to Downtown,146388068,Cherylin,28803,35.55847,-82.50244,Entire home/apt,68,2,203,1/23/2021,4.76,1,143
20515199,"King-sized Bed in Bent Creek, Asheville Cozy Room",11691015,Katie,28806,35.50822,-82.61177,Entire home/apt,77,2,164,12/31/2020,3.89,2,0
20570236,Spacious Guest Suite/Apt close to downtown fun!,19406955,Christi And Steve,28805,35.61425,-82.50377,Private room,95,1,49,11/8/2020,1.56,1,21
20572681,Happiness! West Asheville,82938040,Tena,28806,35.57739,-82.58934,Entire home/apt,153,5,132,2/3/2021,3.12,1,9
20583406,"HayLo in Hip West Asheville: Walk, Bike, Ride!",147051198,Emily,28806,35.58492,-82.57586,Entire home/apt,84,2,203,2/16/2021,4.89,1,266
20624327,Parkway Paradise -1.5 Mi Away - 6 Mi to Downtown,147439967,Kat,28805,35.60029,-82.47677,Entire home/apt,70,3,51,11/28/2020,1.24,1,179
20624404,Healing & Yoga Home 10min from Dtwn Asheville #I,4636687,Sandra,28715,35.55515,-82.6514,Private room,45,2,68,2/15/2021,1.67,2,334
20638444,Foxhaven Long Range Mountain Views in Asheville,722034,Darlene And Ron,28805,35.6118,-82.48319,Entire home/apt,449,4,32,2/14/2021,0.81,10,268
20653416,Modern Asheville Greenway Residence w/ 2 Decks!,121681645,Evolve Vacation Rental,28806,35.56828,-82.56797,Entire home/apt,296,2,38,12/21/2020,1.08,3,350
20663042,Private lower level suite,147800428,Cory,28803,35.56605,-82.5255,Entire home/apt,75,1,431,1/17/2021,10.26,1,363
20665144,"Perfect Friends/Family Getaway, Min to Everything",2260255,Erin,28804,35.63911,-82.60822,Entire home/apt,122,3,117,2/1/2021,2.87,1,348
20692815,"Walkable West Asheville, entire guest suite.SWEET!",74878335,Suzanne,28806,35.58224,-82.59825,Entire home/apt,79,1,196,11/26/2020,4.67,1,91
20694871,"Comfortable, quiet South Asheville stay",28475805,Kathy,28803,35.54744,-82.52925,Private room,65,1,15,6/14/2020,0.36,1,79
20695367,West AVL Gem! 7 minutes to Biltmore & great for 4!,5976015,Janae,28806,35.57151,-82.56761,Entire home/apt,99,2,236,1/31/2021,5.58,1,69
20697183,Serinity Knoll,148137080,Jeff & Wanda,28806,35.53801,-82.61329,Entire home/apt,95,2,63,1/1/2021,1.55,1,16
20697346,Walk 2 Downtown/RAD. Cozy Bungalow,146670044,Danielle,28801,35.58978,-82.55728,Entire home/apt,110,1,329,2/3/2021,7.86,1,136
20744040,Modern Mountain Retreat in North Asheville,23909518,Rebecca,28804,35.64614,-82.50034,Entire home/apt,102,2,86,1/24/2021,2.06,1,163
20744323,Gorgeous home on the Blue Ridge Parkway,2939506,Heather,28803,35.55633,-82.49533,Entire home/apt,350,2,120,1/18/2021,2.93,1,309
20747532,Nana’s Crafted Cottage,148593846,Lisa,28715,35.56371,-82.65952,Entire home/apt,71,1,60,1/17/2021,1.43,2,362
20759062,Grove Park Guest Suite - Walk to the Grove Park,148691735,Mel,28804,35.62215,-82.54797,Private room,108,2,91,2/14/2021,2.21,1,267
20760789,Asheville Mountain Retreat @ 5 miles from downtown,59515275,Eric,28804,35.65287,-82.54238,Entire home/apt,280,3,55,1/24/2021,1.34,1,299
20762155,Beautiful Montford Hideaway! Minutes from Downtown,59658375,Kristi,28801,35.5981,-82.56631,Entire home/apt,93,2,154,2/14/2021,3.75,1,76
20773653,City Home in Private Setting,90517735,George,28806,35.53389,-82.60583,Entire home/apt,219,1,31,1/2/2021,1.82,1,176
20774579,"Om Sweet Om -W. Avl- Solar, close to the Greenway!",3177220,Maggie,28806,35.56853,-82.6058,Entire home/apt,62,2,76,2/16/2021,1.82,1,360
20779200,The Asheville Oak,19496141,Stephen,28803,35.54966,-82.51007,Entire home/apt,106,1,312,2/15/2021,7.48,2,157
20785720,Balcony Cottage in Town--Oasis of Calm,42691761,Bett,28804,35.61758,-82.55244,Entire home/apt,50,30,10,11/30/2020,0.26,1,1
20801691,Natural Retreat For Two,149139818,Lucy,28806,35.50952,-82.60937,Entire home/apt,65,1,201,2/15/2021,4.79,1,144
20804217,The New HiTop Studio In Hip West Asheville,3651402,Emily,28806,35.58474,-82.57438,Entire home/apt,93,3,232,2/15/2021,5.54,1,235
20804347,The Dressmaker's Suite,8314342,Brooke,28806,35.57571,-82.58718,Entire home/apt,110,1,99,10/11/2020,2.46,1,161
20815440,"Walk to downtown Asheville, private studio suite",149280910,Ashley,28801,35.60369,-82.54433,Entire home/apt,115,2,145,1/17/2021,3.56,1,160
20830901,Appalachian Abode-walk to all W-AVL’s hot spots,2392127,David And Melissa,28806,35.58404,-82.57986,Entire home/apt,83,1,38,12/31/2020,0.91,4,364
20834615,Newly Renovated Home in Downtown Asheville,1413425,Josie,28801,35.59096,-82.55697,Entire home/apt,115,2,101,1/2/2021,2.42,1,82
20850669,"Cute Cottage w/ Mtn View, Walk to Biltmore Village",143204951,Amory,28803,35.56837,-82.52429,Entire home/apt,141,28,121,12/22/2020,2.95,1,0
20855873,Cozy downtown walkable retreat.,46001530,Jonathan,28801,35.59408,-82.55745,Entire home/apt,71,1,115,1/31/2021,2.75,10,362
20858987,Asheville mountain views and walk to downtown!,134962794,Josh,28801,35.61255,-82.54676,Entire home/apt,110,3,124,1/25/2021,2.99,1,136
20872849,"At Home in Asheville: Comfort, Location, Amenities",64779746,Libby,28801,35.59735,-82.56718,Entire home/apt,150,14,16,10/15/2020,0.42,1,183
20884134,Blue Ridge Haven,149141828,Vicki,28803,35.55913,-82.49275,Private room,80,2,96,1/3/2021,2.3,1,179
20910666,La Buena Vista,26124019,Meghan,28806,35.57378,-82.57737,Entire home/apt,138,1,59,2/26/2020,1.45,1,156
20915728,Private entrance - 2 rooms with 2 full baths WAVL,3483232,Eric,28806,35.57273,-82.59305,Private room,109,3,36,1/1/2021,0.88,1,355
20916381,Adorable Asheville Cottage only 10 minutes from DT,5954944,Malinda,28804,35.62427,-82.57691,Entire home/apt,173,2,141,1/21/2021,3.44,1,244
20928043,Perfect Asheville Getaway!,52648308,Jennifer,28803,35.57758,-82.54209,Entire home/apt,96,2,149,1/4/2021,3.61,1,293
20994069,Stay in a Charming Suite in an Asheville Bungalow,839950,Shawn And Dave,28803,35.55982,-82.50709,Private room,85,2,50,2/2/2020,1.23,1,263
21011400,Refined Home with a River-View Balcony,6074062,Melissa,28806,35.56732,-82.56913,Entire home/apt,284,2,125,1/31/2021,3.03,5,286
21013638,Cozy Mountain Cottage 2.5 miles to downtown,95254836,Marion,28804,35.62714,-82.52924,Entire home/apt,179,2,142,2/7/2021,3.56,1,278
21023689,Asheville LOCATION & PRIVACY - Dog Friendly,4461919,Helene,28805,35.58576,-82.53063,Entire home/apt,110,2,170,2/14/2021,4.14,1,97
21054722,"Walk West Asheville w/Large  Private Porch, K-Bed",93023816,Elisa,28806,35.5758,-82.59092,Private room,59,2,98,2/13/2021,2.38,2,90
21094481,"Charming, Early 1900's Cottage",152085318,Shauna,28704,35.46972,-82.56912,Entire home/apt,153,2,132,1/31/2021,3.23,2,274
21104844,Asheville Sweet Spot,5229336,Helen,28806,35.58431,-82.57387,Entire home/apt,85,2,130,2/15/2021,3.17,1,328
21131816,Beautiful Private Room in Asheville,124637972,Luba,28806,35.61253,-82.59418,Private room,54,1,81,2/14/2021,2.24,1,345
21174524,Quiet home in West Asheville! (private entrance),10282980,Chris,28806,35.57763,-82.62047,Private room,60,1,69,11/29/2020,1.69,1,123
21176027,The Little Red Porch,152889799,Bob,28805,35.59742,-82.49641,Entire home/apt,50,2,284,2/15/2021,6.92,1,305
21189890,"Meadow Run Falls; Downtown Asheville; River Arts District, HOT TUB & more!",96187307,Yonder,28806,35.63582,-82.62669,Entire home/apt,222,2,16,1/17/2021,0.45,30,320
21190372,THE FACTORY@UTOPIA ~ KING BED ~ POOL - HOT-TUB,1994122,Marc & Fay,28805,35.61227,-82.52511,Entire home/apt,121,1,196,7/5/2020,4.78,8,110
21203344,"Comfy suite near Sierra Nevada, Asheville,  hiking",10294907,Sherri,28732,35.43864,-82.52546,Entire home/apt,60,3,233,3/3/2020,5.81,1,117
21214062,"Peaceful, Comfortable House in West Asheville",56642643,Paul,28806,35.57864,-82.63005,Entire home/apt,199,5,17,1/3/2021,0.61,2,0
21231387,USS UTOPIA ~ HOT-TUB ~ QUIET ~ DOWNTOWN 2M ~ RURAL,1994122,Marc & Fay,28805,35.61303,-82.52366,Entire home/apt,107,1,163,2/15/2021,3.97,8,160
21236709,Perfect place for a quick getaway,153487202,Matt,28806,35.6243,-82.62108,Private room,32,2,191,2/15/2021,4.67,2,25
21253016,Oasis in the Trees,2799329,Eleanor,28804,35.63776,-82.53018,Entire home/apt,91,2,121,2/14/2021,2.97,1,354
21272098,Perfect Place for a quick getaway 2,153487202,Matt,28806,35.62283,-82.62138,Private room,30,2,107,1/31/2021,2.62,2,24
21278647,"The Snookmore, Mountainside Refuge with a Hot Tub",37996476,Aaron,28805,35.62198,-82.48224,Entire home/apt,357,3,83,1/19/2021,2.13,5,269
21280708,Studio apartment in mountains of North Asheville,108761817,Morris,28804,35.62735,-82.53026,Entire home/apt,82,1,77,12/3/2020,1.9,2,179
21297231,The Shanty~Hot Tub~8 Miles to City of Asheville NC,65408548,Karl,28704,35.47041,-82.50005,Entire home/apt,58,1,149,1/24/2021,3.66,5,363
21312568,"The Birdhouse: Close to Biltmore, Downtown. SOLAR!",4716983,Sarah & Allison,28803,35.56388,-82.51944,Entire home/apt,92,2,211,11/29/2020,6.47,1,96
21345127,Broker’s Happy Hippy Private Suite! 7min to town!,65522713,Kitty,28805,35.5838,-82.5302,Private room,99,1,65,11/9/2020,1.6,1,365
21364022,Cozy Craftsman Bungalow in the Blue Ridge Mts,27264700,Julie,28804,35.64001,-82.59603,Private room,250,3,1,12/30/2017,0.03,1,358
21382558,The Snookery ~ Refuge Perched on a Mountain,37996476,Aaron,28805,35.62207,-82.48163,Entire home/apt,377,3,113,2/15/2021,2.92,5,217
21383423,Woodsy Spot in the City,154879242,Teresa,28804,35.61694,-82.5582,Entire home/apt,82,2,67,11/28/2020,1.75,1,364
21399365,"Cozy Basement Apt near
Airport/AVL/Breweries/Fun!",155036277,Jacob,28704,35.44858,-82.51955,Entire home/apt,59,2,105,11/16/2020,2.64,1,147
21432436,Minimum 30 day rental in lovely Grove Park,119510171,Debbie,28801,35.61102,-82.55173,Private room,34,30,1,2/1/2020,0.08,2,169
21437451,Town & Tree: Modern Hideaway walk to Downtown,28130518,Mary,28801,35.59739,-82.56375,Entire home/apt,114,2,280,2/15/2021,6.9,1,124
21449558,Wild Canary Mountainside Retreat/Hidden Nest,155656246,Lynn,28806,35.58106,-82.64556,Entire home/apt,115,2,98,2/14/2021,2.43,1,360
21456384,Haven Under the Oaks,144134133,Brenda Leigh,28704,35.47722,-82.505,Entire home/apt,125,2,85,1/24/2021,2.13,1,132
21486209,Private East Asheville Retreat,129868478,Kara,28803,35.56207,-82.51014,Entire home/apt,86,2,66,1/17/2021,1.73,1,89
21502620,Sunshine's Daydream in West Asheville,22000488,Kingsley,28806,35.57691,-82.60297,Entire home/apt,71,1,200,3/23/2020,5.05,1,0
21513021,2 Bedroom Condo blocks to Downtown Asheville,21500666,Rory,28801,35.60162,-82.55666,Entire home/apt,200,30,0,,,1,107
21566026,The Nature Nook near Asheville NC,65408548,Karl,28704,35.47041,-82.50005,Entire home/apt,95,1,12,2/16/2020,0.3,5,90
21579876,Asheville Mountain Sanctuary (Private 4 Rm Suite),115662436,Joe,28804,35.6367,-82.53824,Entire home/apt,70,2,123,1/3/2021,3.07,1,295
21580160,Rustic Asheville Cabin on 20 Acres w/Swimming Pond,121681645,Evolve Vacation Rental,28803,35.54271,-82.51165,Entire home/apt,252,2,6,11/20/2020,0.18,3,315
21591133,"Cozy & convenient in Asheville, Grove park area",1210602,Justin,28804,35.62531,-82.54561,Entire home/apt,106,30,9,12/12/2019,0.28,1,214
21631995,"New Two Bedroom Dream, Close to Everything with Fireplace.",72663636,Gordon & Kimberly,28801,35.60832,-82.55822,Entire home/apt,96,2,216,1/24/2021,5.42,2,92
21640556,AVL Mountain Getaway (kid and pet friendly),28370948,Will,28805,35.59729,-82.49564,Entire home/apt,80,2,167,3/8/2020,4.19,1,69
21682891,"Cozy, Convenient: 3 Bdrm Home, 3 miles to Biltmore",15565480,Nicole,28803,35.54933,-82.50863,Entire home/apt,139,1,89,2/15/2021,2.26,3,175
21693285,Elegantly Spacious Guest Suite on Elkmont,141355755,Brandon,28804,35.63801,-82.57386,Entire home/apt,68,1,326,2/16/2021,8.41,1,229
21709922,Relaxing River Oasis with Pool and Hot Tub,158054785,Ladonna,28704,35.44744,-82.55693,Entire home/apt,325,3,36,9/8/2020,0.94,1,2
21733951,"Immaculate, Traditional Home - S. Asheville 2BRs",158275564,Tony,28732,35.42867,-82.52455,Private room,77,2,47,1/1/2021,1.2,4,168
21748228,Gilbert's Getaway (Extra Clean!),28475957,Wilant & Alice,28804,35.6193,-82.55925,Entire home/apt,86,2,170,1/31/2021,5.78,1,0
21784784,West Asheville Get-Away,12610486,Jennifer,28806,35.57602,-82.59122,Entire home/apt,150,2,19,1/24/2020,0.48,1,364
21798869,Montford Urban Treehouse,124851805,Danya,28801,35.60792,-82.57085,Entire home/apt,95,30,3,5/31/2020,0.13,1,0
21810294,WEST ASHEVILLE COTTAGE 4Bdrm/2 Bth-Near Everything,12620801,VRP Ventures LLC,28806,35.5715,-82.61453,Entire home/apt,158,2,66,10/25/2020,1.8,1,206
21829016,The Down Home Doublewide,3682939,Teresa,28806,35.60257,-82.62529,Entire home/apt,110,2,94,12/26/2020,2.39,1,346
21853043,Ideal for couples/solos-COZY & CLOSE TO DOWNTOWN!,5097941,Steven,28801,35.61269,-82.55416,Entire home/apt,86,3,109,12/23/2020,2.77,3,0
21878681,Grazin Goats,159599330,Cynthia,28806,35.58385,-82.66034,Private room,56,2,71,12/20/2020,1.82,2,178
21894298,Pet-Friendly Upper Berne in Asheville!,8255241,Judy,28805,35.59547,-82.53686,Entire home/apt,160,1,40,1/9/2021,1.15,2,301
21911184,The Cottage at Winghaven—A Stunning Woodland Paradise,24938934,Jofre & Saskia,28732,35.44551,-82.46923,Entire home/apt,186,2,126,2/17/2021,3.45,2,198
21947972,Houz Zen: A Pet Friendly Private Suite,141218676,Corey,28704,35.45167,-82.5056,Entire home/apt,86,1,369,2/14/2021,9.54,2,261
21963653,Mtn Chalet >10 min to downtown Asheville & BRP!,19159885,Elaine,28803,35.55469,-82.48238,Entire home/apt,499,2,37,11/28/2020,0.97,2,0
21978697,One Block North of Downtown AVL!,160468605,Sandy,28801,35.60163,-82.5466,Entire home/apt,185,2,50,12/6/2020,1.38,1,260
22030235,Forested Spot in the city. Best of Both Worlds,10554436,Han,28805,35.59125,-82.536,Entire home/apt,96,2,72,2/12/2021,2.09,2,314
22043194,1940's Farm House Retreat in North Asheville,52557107,Loren,28804,35.6411,-82.51917,Entire home/apt,225,2,29,3/16/2020,1.31,1,0
22049704,Our Little Getaway,13124017,Dominique,28803,35.55382,-82.5109,Entire home/apt,65,2,5,11/15/2020,0.34,1,180
22050248,Top Floor Condo in the Heart of Downtown,8480253,Brian,28801,35.59313,-82.55398,Entire home/apt,310,2,4,8/17/2020,0.28,1,9
22060000,RV by the creek. 10 Min. to West Asheville,2978620,Jim,28806,35.6218,-82.66457,Entire home/apt,39,2,148,1/31/2021,4.47,1,302
22095619,Comfortable downtown Studio. Walk everywhere.,46001530,Jonathan,28801,35.59335,-82.55662,Entire home/apt,71,1,129,1/31/2021,3.35,10,340
22107175,"QUIET, COMFY & CLEAN ~ Near Downtown & UNCA!",161496536,Bill,28801,35.60805,-82.56018,Private room,105,1,45,10/25/2020,1.29,2,365
22114590,Comfortable private room in historic B&B,161559240,The Lion And The Rose,28801,35.60284,-82.56692,Private room,158,1,2,1/2/2021,0.67,5,29
22119778,Large king suite with private balcony and soaking tub,161559240,The Lion And The Rose,28801,35.60284,-82.56727,Private room,220,1,0,,,5,27
22147548,Arden / South Asheville guest room,24842857,Jason,28704,35.47233,-82.53036,Private room,30,2,56,11/10/2020,1.48,1,213
22151438,Mountain Moments Retreats,161767339,Allison,28806,35.5526,-82.62585,Entire home/apt,228,2,181,2/7/2021,4.71,1,312
22152480,Biltmore Retreat Luxury King Guest Suite,141716178,Janet,28803,35.54715,-82.53135,Entire home/apt,73,2,98,1/25/2021,2.56,1,361
22163415,"Amazing Mountain View close to Biltmore, Downtown",92530083,Pat,28803,35.57169,-82.54077,Entire home/apt,117,2,116,12/6/2020,3.07,1,347
22224397,Avl Getaway: Beautiful & Spacious 2 Bedroom Suite,24764498,Alexis,28801,35.60576,-82.57573,Entire home/apt,206,1,101,2/7/2021,2.62,2,180
22275691,Charming Historic Cottage on NE edge of downtown.,125379673,Anna,28801,35.60798,-82.54428,Private room,111,2,105,2/9/2020,2.73,1,265
22306380,Merry Heart Homestay,61329735,Meredith,28801,35.60433,-82.56904,Entire home/apt,105,2,77,1/18/2021,2.04,1,0
22308959,Mountain Views & Hot Tub at Reeves Cove Cottage,15788000,Lisa,28715,35.50798,-82.65773,Entire home/apt,168,1,195,2/4/2021,5.33,6,153
22317485,Country Setting - Minutes to Downtown Asheville,163159488,Tia,28715,35.5583,-82.65192,Entire home/apt,170,2,144,2/16/2021,3.76,1,345
22326909,Beautiful 1 Bedroom Apt. Historic Montford (2/4),34871822,Emma,28801,35.60006,-82.55962,Entire home/apt,45,30,6,10/31/2020,0.19,4,267
22351697,Cozy Basement Suite: 5 minutes to town or mountain,163438093,Mike,28804,35.64148,-82.51919,Entire home/apt,50,2,84,8/16/2020,2.47,1,3
22360186,Whole House Sublet 30+ Night Stay 10 Mins to AVL,163503810,Peter,28806,35.55096,-82.63597,Entire home/apt,72,30,39,10/31/2020,1.07,1,355
22408602,The Sanctuary - Walk to New Belgium & Downtown,5961563,Micah,28806,35.58726,-82.57304,Entire home/apt,97,1,196,2/7/2021,5.56,1,148
22437203,Gardenia - Hotel vibe - Minutes Downtown+ Biltmore,3028199,Florencia,28803,35.56047,-82.50711,Private room,39,1,357,2/3/2021,9.6,3,154
22437447,Lavander Hotel Vibe room:  5' Downtown +  Biltmore,3028199,Florencia,28803,35.55991,-82.50493,Private room,33,30,139,1/17/2021,3.75,3,321
22461969,Asheville Cottage in Historic Montford 30 Day Min,164624834,Patrick,28801,35.60199,-82.56122,Entire home/apt,110,29,0,,,1,127
22486185,Tiny Home Nestled Under Large Trees near Downtown Asheville,19595654,Clifton,28805,35.58782,-82.50958,Entire home/apt,94,2,366,2/13/2021,10.38,1,24
22510926,Aunt Betsy's bedroom & bathroom with private entry,165207904,Collin,28801,35.60021,-82.55702,Private room,140,2,12,12/8/2019,0.33,1,0
22511514,AVL Sunshine Daydream House 6 Miles from Downtown,66193031,Darcy,28806,35.57054,-82.63865,Entire home/apt,109,1,302,2/7/2021,8.41,2,105
22517744,"Serenity Cottage w/HOT TUB & Courtyard, 1 mi<BRPW",59054700,Jodi & Dan,28806,35.50689,-82.60438,Entire home/apt,91,2,174,1/22/2021,4.61,1,319
22530746,"Cozy Convenience: King Beds, 3 miles to Biltmore",15565480,Nicole,28803,35.55115,-82.5092,Entire home/apt,84,1,73,12/22/2020,1.94,3,8
22543222,Dogwood Cottage-couples getaway near Biltmore Pk!,66063354,Darcy,28704,35.46964,-82.57371,Entire home/apt,94,1,42,11/27/2020,1.11,4,365
22545170,Stone Cottage-2.5 miles from Biltmore Park!,66063354,Darcy,28704,35.46997,-82.57696,Entire home/apt,109,1,29,9/20/2020,0.77,4,355
22546209,Ivy Cottage-2.5 miles to Biltmore Park,66063354,Darcy,28704,35.46887,-82.57392,Entire home/apt,109,1,17,9/6/2020,0.46,4,323
22546650,Azalea Cottage-couples getaway near Biltmore Park!,66063354,Darcy,28704,35.46998,-82.57737,Entire home/apt,94,1,15,11/14/2020,0.4,4,360
22584773,Mid-Century inspired space in quiet neighborhood,128356088,Stephanie,28806,35.50927,-82.6086,Entire home/apt,89,3,100,2/8/2021,2.69,1,0
22589049,Stunning 1902 Cottage! Walk to downtown Asheville!,10643735,Carol,28801,35.59895,-82.56055,Entire home/apt,93,28,6,1/9/2021,0.31,2,155
22594761,Newly Renovated Private Lower Lvl Suite in Oakley,37289690,Andrew,28803,35.56812,-82.52837,Entire home/apt,83,2,98,1/17/2021,2.64,1,177
22683936,Bright and airy room with tiger oak bed and beautiful bay window,161559240,The Lion And The Rose,28801,35.6029,-82.56515,Private room,185,1,0,,,5,34
22684105,Romantic B&B room with beautiful canopied four poster bed,161559240,The Lion And The Rose,28801,35.60438,-82.56544,Private room,167,1,1,12/6/2019,0.07,5,29
22684155,Cozy B&B room with mahogany bed and 2 course breakfast,161559240,The Lion And The Rose,28801,35.60301,-82.56724,Private room,151,1,2,2/6/2021,0.45,5,24
22701770,"Immaculate, Traditional Home in S. Asheville BR1",158275564,Tony,28732,35.43625,-82.52271,Private room,43,1,132,1/10/2021,3.68,4,267
22702396,"Immaculate, Traditional Home in S. Asheville BR2",158275564,Tony,28732,35.43625,-82.52271,Private room,39,1,184,2/7/2021,4.87,4,258
22740737,W. Asheville Spa and Gameroom Getaway,47777952,Mary,28806,35.57233,-82.60316,Entire home/apt,114,1,110,2/14/2021,3.05,1,150
22773505,"the BEAR DEN—beautiful, private, trendy pad w/HEPA",29009882,Brooklyn,28806,35.58178,-82.58958,Entire home/apt,88,2,236,2/14/2021,6.54,1,120
22813165,Janina's Cozy Studio at Biltmore Central Asheville,168602517,Janice,28803,35.55865,-82.53189,Private room,78,2,121,5/23/2020,3.35,1,49
22921667,"W Avl tiny home, pet friendly, close to downtown",164512814,Sara,28806,35.5934,-82.5912,Entire home/apt,83,2,244,2/7/2021,6.8,1,105
22924150,Montford Hideaway - Ten minute walk to downtown.,23535333,Fitz,28801,35.59841,-82.56367,Entire home/apt,90,2,126,12/31/2020,3.43,1,175
22944749,Family Getaway/Minutes to Downtown,43818498,Christine Michele,28806,35.61358,-82.5969,Entire home/apt,123,2,105,2/15/2021,2.91,2,325
22950161,Country cottage in the center of it all!,50233757,Christine,28732,35.42789,-82.46341,Entire home/apt,79,2,131,2/7/2021,3.77,1,220
22968354,The Bluebird Basement Getaway,16233515,Jessica,28806,35.61767,-82.58097,Entire home/apt,75,1,271,2/15/2021,7.49,4,171
22984192,Private modern apt above River Arts.  Walk to town,170428521,Ian,28801,35.58098,-82.5624,Entire home/apt,99,3,127,2/12/2021,3.56,1,62
22986709,Serene AV Escape w/Alcohol Decontamination Service,38775538,Noah,28805,35.6009,-82.51379,Private room,68,2,99,1/1/2021,2.69,1,88
23025024,"Guest house.  Walk to town, all new, 2nd story",21313437,Ron,28801,35.60678,-82.55788,Entire home/apt,150,30,21,2/1/2021,0.57,1,142
23075703,Private River Arts Suite,166993642,Scott,28801,35.58864,-82.5647,Entire home/apt,121,2,178,2/14/2021,4.93,1,18
23076921,North Asheville Urban Forest,89752652,Gary,28801,35.61301,-82.55655,Private room,75,1,140,1/3/2021,3.94,1,160
23084647,Cozy Little Farmette Minutes to Downtown Asheville,6898358,Andrea,28805,35.60417,-82.5082,Private room,89,2,25,2/15/2021,0.84,1,179
23150406,The Flint Street House downtown Historic Montford,37152088,Micha,28801,35.6019,-82.55996,Entire home/apt,85,1,381,2/15/2021,10.35,1,331
23216051,Live/Work/Walk Everywhere from Drover's Way House,1329460,Lynne,28801,35.60129,-82.55514,Entire home/apt,135,30,70,1/1/2021,1.91,3,173
23234938,"Welcoming guests in Asheville.  King Beds,Hot tub!",56436566,Amanda & Ben,28806,35.63189,-82.65029,Entire home/apt,129,1,249,2/14/2021,6.84,2,326
23254729,SoCozy,14043734,Marti And Dave,28801,35.60367,-82.5641,Private room,75,2,91,3/1/2020,2.75,1,45
23275671,Asheville Artist Cottage Minutes to Biltmore,16217434,Cheri And Carl,28704,35.4734,-82.50563,Entire home/apt,140,3,47,1/1/2021,1.57,1,140
23285263,Ultimate Asheville Airbnb #location,16309147,William,28805,35.59282,-82.53287,Private room,75,1,142,2/15/2021,5.07,1,78
23306515,1930's Oasis,1222489,Barbara,28804,35.62152,-82.55834,Entire home/apt,250,30,1,10/31/2020,0.27,1,358
23315166,Mayfair Cottage,41401822,D,28715,35.55521,-82.66446,Entire home/apt,64,2,202,1/17/2021,5.63,1,34
23335956,"New Log Cabin, Mountain Views, HotTub, Fire Pit",152085318,Shauna,28806,35.6114,-82.64056,Entire home/apt,156,2,141,1/31/2021,3.93,2,252
23342955,Rice Family Cabin,173891500,Frances,28805,35.59846,-82.48025,Entire home/apt,125,2,119,2/14/2021,3.47,1,117
23343151,City Casita Downtown - KING Bed and Free Parking!!,4507071,Joslyn,28801,35.5982,-82.55433,Entire home/apt,143,2,87,2/15/2021,4.18,1,358
23370743,Oak Shade Suite - Private Asheville Guesthouse,14649701,Nicole,28704,35.481,-82.51881,Entire home/apt,86,3,95,2/14/2021,3.18,1,169
23393644,Convenient king suite---walk to downtown!,54379432,Jesse,28801,35.6034,-82.5553,Private room,75,1,186,3/15/2020,5.15,1,3
23412631,Asheville Studio 78,174586650,Perry,28801,35.60852,-82.55077,Entire home/apt,99,2,78,9/20/2020,2.2,4,166
23419322,"3BR/2.5 bath: Townhome 2 mi from Airport, quiet.",174650915,Mark,28704,35.45492,-82.53496,Entire home/apt,120,4,9,1/19/2020,0.27,2,363
23430202,1BR/1Bathroom close to Airport in South Asheville,174650915,Mark,28704,35.45616,-82.5358,Private room,50,1,133,2/15/2021,3.75,2,70
23435525,"Beautiful Century Old Charmer
w/ hot tub",174806804,Kara,28806,35.57429,-82.59324,Private room,65,2,51,3/16/2020,1.43,1,1
23441905,Cute Updated Condo - Steps to Downtown,149601167,TurnKey Vacation Rentals,28801,35.59869,-82.55431,Entire home/apt,66,2,18,1/1/2021,0.69,29,342
23451262,"Clean & Cozy Cottage-Pet Friendly, 3mi to Biltmore",7075213,Tara,28803,35.55565,-82.50748,Entire home/apt,98,2,186,1/31/2021,5.25,1,92
23478630,Minutes To Downtown | Heart of West Asheville,10568961,Courtney,28806,35.56951,-82.6154,Entire home/apt,99,2,98,1/2/2021,2.71,1,290
23480306,Asheville East Retreat,40137306,Judy And Vahan,28805,35.61665,-82.47448,Private room,100,1,262,1/9/2021,7.43,1,323
